county,schooldistrict,schooldistrictlocation,id,level,popfrac,vaxrate,priorrate
Cache,CACHE,CACHE,S0700,1,0.02082,0.953480687807314,0
Cache,CACHE,CACHE,S0675,1,0.02184,0.794730106368661,0
Cache,CACHE,CACHE,S0656,3,0.07274,0.83587340998929,0
Cache,CACHE,CACHE,S0621,1,0.02087,0.76726714335382,0
Cache,CACHE,CACHE,S0559,1,0.02115,0.977654946502298,0
Cache,CACHE,CACHE,S0553,1,0.02231,0.775624130910728,0
Cache,CACHE,CACHE,S0425,1,0.03156,0.883987509703729,0
Cache,CACHE,CACHE,S0398,1,0.02268,0.835666087747086,0
Cache,CACHE,CACHE,S0396,3,0.0897,0.815050376229919,0
Cache,CACHE,CACHE,S0164,1,0.03272,0.9656940062996,0
Cache,CACHE,CACHE,S0138,1,0.03635,0.961750946007669,0
Cache,CACHE,CACHE,S0132,3,0.00646,0.851938048494048,0
Cache,CACHE,CACHE,S0083,1,0.03458,0.906171492009889,0
Cache,LOGAN,LOGAN,S1178,1,0.08399,0.753471694362815,0
Cache,LOGAN,LOGAN,S1172,1,0.05167,0.901754477992654,0
Cache,LOGAN,LOGAN,S0650,2,0.18701,0.951022315653972,0
Cache,LOGAN,LOGAN,S0568,3,0.229,0.804940545698628,0
Cache,LOGAN,LOGAN,S0440,1,0.08301,0.876305786077864,0
Cache,LOGAN,LOGAN,S0306,1,0.05364,0.959409753675573,0
Cache,LOGAN,LOGAN,S0113,1,0.08219,0.779640948167071,0
Cache,LOGAN,LOGAN,S0004,1,0.05299,0.788724506855942,0
Carbon,,CARBON,S0793,3,0.03769,0.798000544018578,0
Carbon,,CARBON,S0793,2,0.03076,0.993019886198454,0
Carbon,,CARBON,S0793,1,0.03409,0.848447212192696,0
Carbon,CARBON,CARBON,S1131,1,0.07483,0.809633605880663,0
Carbon,CARBON,CARBON,S0890,1,0.07788,0.958354690810665,0
Carbon,CARBON,CARBON,S0628,2,0.16463,0.957205896324012,0
Carbon,CARBON,CARBON,S0423,2,0.05017,0.988180648477282,0
Carbon,CARBON,CARBON,S0220,1,0.10643,0.830483036930673,0
Carbon,CARBON,CARBON,S0155,3,0.00499,0.891656156280078,0
Carbon,CARBON,CARBON,S0155,2,0.00194,0.911388824810274,0
Carbon,CARBON,CARBON,S0155,1,0.02245,0.883459116215818,0
Carbon,CARBON,CARBON,S0154,1,0.1031,0.766479969082866,0
Carbon,CARBON,CARBON,S0148,3,0.27051,0.822938246594276,0
Carbon,CARBON,CARBON,S0121,1,0.02051,0.924058738863096,0
Daggett,DAGGETT,DAGGETT,S0586,1,0.30909,0.788792178500444,0
Daggett,DAGGETT,DAGGETT,S0585,3,0.32121,0.763741012779064,0
Daggett,DAGGETT,DAGGETT,S0585,2,0.29697,0.769157751230523,0
Daggett,DAGGETT,DAGGETT,S0346,1,0.07273,0.846000248624478,0
Davis,,DAVIS,S1108,1,0.00089,0.870496280491352,0
Davis,,DAVIS,S1340,1,0.00134,0.920741483627353,0
Davis,,DAVIS,S1098,1,0.0069,0.830652793461923,0
Davis,,DAVIS,S1065,3,0.00195,0.958890623005573,0
Davis,,DAVIS,S1338,1,0.00512,0.798132603231352,0
Davis,,DAVIS,S1000,1,0.00942,0.85068436776055,0
Davis,,DAVIS,S1301,1,0.0067,0.998277785547543,0
Davis,,DAVIS,S0999,2,0.00595,0.977513142046519,0
Davis,,DAVIS,S0957,3,0.00434,0.995833334629424,0
Davis,,DAVIS,S0957,2,0.00181,0.805194341868628,0
Davis,,DAVIS,S0957,1,0.00517,0.806742022861727,0
Davis,,DAVIS,S0883,2,0.00024,0.95244744309457,0
Davis,,DAVIS,S0883,1,0.001,0.895174535166007,0
Davis,,DAVIS,S0266,3,0.00132,0.983847424271517,0
Davis,,DAVIS,S0266,2,4e-04,0.970006436749827,0
Davis,,DAVIS,S0706,2,0.00315,0.773050643445458,0
Davis,,DAVIS,S0706,1,0.00908,0.778765995928552,0
Davis,,DAVIS,S0702,3,0.00897,0.829044709040318,0
Davis,,DAVIS,S0636,2,9e-05,0.799465022631921,0
Davis,,DAVIS,S0636,1,0.00623,0.899813543015625,0
Davis,,DAVIS,S0547,2,0.00335,0.787823483522516,0
Davis,,DAVIS,S0547,1,0.00913,0.892598698148504,0
Davis,,DAVIS,S0544,1,0.0068,0.787099325854797,0
Davis,,DAVIS,S0539,3,0.00403,0.830676765064709,0
Davis,,DAVIS,S0540,2,0.00064,0.972383256477769,0
Davis,,DAVIS,S0540,1,0.00149,0.916738573519979,0
Davis,,DAVIS,S0482,1,0.00639,0.764758674718905,0
Davis,,DAVIS,S0436,2,0.00368,0.889181067061145,0
Davis,,DAVIS,S0436,1,0.0049,0.862928607617505,0
Davis,,DAVIS,S0339,3,0.00016,0.834958130784798,0
Davis,,DAVIS,S0331,1,0.00056,0.774523773405235,0
Davis,,DAVIS,S0300,3,0.00048,0.980638585577253,0
Davis,,DAVIS,S0182,2,0.00028,0.774515769560821,0
Davis,,DAVIS,S0182,1,0.00316,0.909161586663686,0
Davis,,DAVIS,S0076,3,0.00044,0.768870896310546,0
Davis,,DAVIS,S0076,2,0.00057,0.853846604179125,0
Davis,,DAVIS,S0056,2,5e-05,0.809213309839834,0
Davis,,DAVIS,S0056,1,0.00033,0.968533643521369,0
Davis,,DAVIS,S0044,2,0.00093,0.95191105135018,0
Davis,,DAVIS,S0044,1,0.004,0.881435397721361,0
Davis,DAVIS,DAVIS,S1180,1,0.00551,0.933559739612974,0
Davis,DAVIS,DAVIS,S1179,3,0.01971,0.96757354028523,0
Davis,DAVIS,DAVIS,S1174,1,0.00606,0.925417311082128,0
Davis,DAVIS,DAVIS,S1163,1,0.0045,0.998053065151908,0
Davis,DAVIS,DAVIS,S1147,1,0.0084,0.926126395876054,0
Davis,DAVIS,DAVIS,S1146,2,0.00522,0.889129348506685,0
Davis,DAVIS,DAVIS,S1135,1,0.00749,0.765411144355312,0
Davis,DAVIS,DAVIS,S1134,1,0.008,0.978524267615285,0
Davis,DAVIS,DAVIS,S1109,1,0.00494,0.890397479059175,0
Davis,DAVIS,DAVIS,S1091,3,0.02045,0.949139846838079,0
Davis,DAVIS,DAVIS,S1083,1,0.00533,0.879219783120789,0
Davis,DAVIS,DAVIS,S1074,1,0.00384,0.966826803225558,0
Davis,DAVIS,DAVIS,S1035,1,0.00431,0.864571117621381,0
Davis,DAVIS,DAVIS,S1007,1,0.00432,0.769330028502736,0
Davis,DAVIS,DAVIS,S1003,1,0.0105,0.794426676759031,0
Davis,DAVIS,DAVIS,S1002,2,0.01023,0.873734740889631,0
Davis,DAVIS,DAVIS,S1001,3,0.03436,0.840210752910934,0
Davis,DAVIS,DAVIS,S0997,1,0.00383,0.908079022425227,0
Davis,DAVIS,DAVIS,S0994,2,0.01296,0.856117265764624,0
Davis,DAVIS,DAVIS,S0988,1,0.00978,0.961499386525247,0
Davis,DAVIS,DAVIS,S0976,1,0.00662,0.88903962058248,0
Davis,DAVIS,DAVIS,S0950,1,0.00946,0.784463273303118,0
Davis,DAVIS,DAVIS,S0936,2,0.01203,0.926786911557429,0
Davis,DAVIS,DAVIS,S0935,1,0.00873,0.858155942987651,0
Davis,DAVIS,DAVIS,S0927,1,0.00603,0.919191019318532,0
Davis,DAVIS,DAVIS,S0913,2,0.01674,0.864017007115763,0
Davis,DAVIS,DAVIS,S0899,1,0.00955,0.940899853478186,0
Davis,DAVIS,DAVIS,S0832,3,0.00013,0.803598646016326,0
Davis,DAVIS,DAVIS,S0832,2,9e-05,0.83849826361984,0
Davis,DAVIS,DAVIS,S0821,1,0.00514,0.867328512831591,0
Davis,DAVIS,DAVIS,S0780,1,0.00533,0.894977753108833,0
Davis,DAVIS,DAVIS,S0754,1,0.00788,0.97519720508717,0
Davis,DAVIS,DAVIS,S0742,1,0.00694,0.750381333054975,0
Davis,DAVIS,DAVIS,S0731,1,0.00619,0.890996794216335,0
Davis,DAVIS,DAVIS,S0727,3,0.02517,0.860941141145304,0
Davis,DAVIS,DAVIS,S0707,2,0.01252,0.908452782139648,0
Davis,DAVIS,DAVIS,S0705,2,0.01265,0.816714516375214,0
Davis,DAVIS,DAVIS,S0681,1,0.00765,0.791327116312459,0
Davis,DAVIS,DAVIS,S0680,2,0.01422,0.827163747511804,0
Davis,DAVIS,DAVIS,S0672,1,0.00876,0.79616651951801,0
Davis,DAVIS,DAVIS,S0661,3,0.00279,0.984582272416446,0
Davis,DAVIS,DAVIS,S0644,1,0.00711,0.954566796426661,0
Davis,DAVIS,DAVIS,S0620,2,0.00912,0.927071594633162,0
Davis,DAVIS,DAVIS,S0605,1,0.00404,0.812923299788963,0
Davis,DAVIS,DAVIS,S0560,1,0.00767,0.773050457355566,0
Davis,DAVIS,DAVIS,S0546,2,0.01549,0.954488785995636,0
Davis,DAVIS,DAVIS,S0542,1,0.00618,0.775923438486643,0
Davis,DAVIS,DAVIS,S0541,3,0.0293,0.845445294631645,0
Davis,DAVIS,DAVIS,S0528,1,0.0102,0.763258702296298,0
Davis,DAVIS,DAVIS,S0518,1,0.00775,0.820467159384862,0
Davis,DAVIS,DAVIS,S0515,1,0.00541,0.839562831213698,0
Davis,DAVIS,DAVIS,S0507,1,0.00688,0.834845468343701,0
Davis,DAVIS,DAVIS,S0506,2,0.01144,0.813156081887428,0
Davis,DAVIS,DAVIS,S0505,1,0.00951,0.813332964142319,0
Davis,DAVIS,DAVIS,S1324,1,0.01084,0.931732981407549,0
Davis,DAVIS,DAVIS,S1345,2,0.01103,0.879662926367018,0
Davis,DAVIS,DAVIS,S0447,1,0.00512,0.755620134121273,0
Davis,DAVIS,DAVIS,S0446,1,0.00521,0.982014583249111,0
Davis,DAVIS,DAVIS,S0437,1,0.00573,0.999465222645085,0
Davis,DAVIS,DAVIS,S0424,1,0.00748,0.792485945334192,0
Davis,DAVIS,DAVIS,S0408,1,0.00753,0.859672637947369,0
Davis,DAVIS,DAVIS,S0358,1,0.00668,0.750169213511981,0
Davis,DAVIS,DAVIS,S0336,1,0.00553,0.768494103685953,0
Davis,DAVIS,DAVIS,S0335,2,0.01625,0.806120677269064,0
Davis,DAVIS,DAVIS,S0334,3,0.02956,0.774271216301713,0
Davis,DAVIS,DAVIS,S0329,2,0.01257,0.931903470889665,0
Davis,DAVIS,DAVIS,S0311,1,0.00775,0.925292194995563,0
Davis,DAVIS,DAVIS,S0307,1,0.00692,0.926038072211668,0
Davis,DAVIS,DAVIS,S0285,1,0.00611,0.976126899127848,0
Davis,DAVIS,DAVIS,S0276,1,0.00555,0.912304211640731,0
Davis,DAVIS,DAVIS,S0268,1,0.00385,0.888183734437916,0
Davis,DAVIS,DAVIS,S0238,3,0.0291,0.862996812269557,0
Davis,DAVIS,DAVIS,S0222,1,0.00409,0.959273959102575,0
Davis,DAVIS,DAVIS,S0219,1,0.00698,0.885238177434076,0
Davis,DAVIS,DAVIS,S0200,1,0.00682,0.804328249127138,0
Davis,DAVIS,DAVIS,S0199,1,0.00567,0.839162863208912,0
Davis,DAVIS,DAVIS,S0196,3,0.02646,0.999546110222582,0
Davis,DAVIS,DAVIS,S0174,2,0.01204,0.846061451535206,0
Davis,DAVIS,DAVIS,S0173,1,0.00481,0.857581660209689,0
Davis,DAVIS,DAVIS,S0172,2,0.0123,0.828839047928341,0
Davis,DAVIS,DAVIS,S0169,2,0.01208,0.884861965081654,0
Davis,DAVIS,DAVIS,S0134,1,0.0093,0.760073397133965,0
Davis,DAVIS,DAVIS,S0124,1,0.00795,0.824798374727834,0
Davis,DAVIS,DAVIS,S0107,1,0.00651,0.871143155731261,0
Davis,DAVIS,DAVIS,S0106,2,0.00868,0.811755890899803,0
Davis,DAVIS,DAVIS,S0105,3,0.02089,0.87689079210395,0
Davis,DAVIS,DAVIS,S0104,1,0.00563,0.855346053256653,0
Davis,DAVIS,DAVIS,S0093,1,0.01145,0.76022965752054,0
Davis,DAVIS,DAVIS,S0037,1,0.00741,0.94761362625286,0
Davis,DAVIS,DAVIS,S0005,1,0.00408,0.773082812607754,0
Davis,DAVIS,DAVIS,S0003,1,0.00816,0.911182420852128,0
Duchesne,DUCHESNE,DUCHESNE,S1059,3,0.22338,0.824178959825076,0
Duchesne,DUCHESNE,DUCHESNE,S1005,1,0.01951,0.757339562289417,0
Duchesne,DUCHESNE,DUCHESNE,S1004,3,0.01059,0.997302091389429,0
Duchesne,DUCHESNE,DUCHESNE,S1004,2,0.0081,0.940616750682238,0
Duchesne,DUCHESNE,DUCHESNE,S0863,2,0.15694,0.914689716533758,0
Duchesne,DUCHESNE,DUCHESNE,S0692,1,0.03135,0.83617782604415,0
Duchesne,DUCHESNE,DUCHESNE,S0684,1,0.02034,0.971722537127789,0
Duchesne,DUCHESNE,DUCHESNE,S0517,1,0.09716,0.941278074518777,0
Duchesne,DUCHESNE,DUCHESNE,S0290,1,0.06643,0.880942606483586,0
Duchesne,DUCHESNE,DUCHESNE,S0274,1,0.07536,0.864740686956793,0
Duchesne,DUCHESNE,DUCHESNE,S0273,3,0.05917,0.870844602177385,0
Duchesne,DUCHESNE,DUCHESNE,S0273,2,0.02636,0.961370207893196,0
Duchesne,DUCHESNE,DUCHESNE,S0202,3,0.00042,0.820535951294005,0
Duchesne,DUCHESNE,DUCHESNE,S0202,2,0.00042,0.778385848505422,0
Duchesne,DUCHESNE,DUCHESNE,S0202,1,0.00332,0.864742468984332,0
Duchesne,DUCHESNE,DUCHESNE,S0171,1,0.08221,0.9451138835866,0
Duchesne,DUCHESNE,DUCHESNE,S0017,1,0.06228,0.778423532960005,0
Duchesne,DUCHESNE,DUCHESNE,S0016,3,0.03695,0.982311823929194,0
Duchesne,DUCHESNE,DUCHESNE,S0016,2,0.01972,0.880255896772724,0
Duchesne,UINTAH,UINTAH,S0279,2,0.01397,0.910884005017579,0
Duchesne,UINTAH,UINTAH,S0279,1,0.02389,0.905550305731595,0
Emery,EMERY,EMERY,S0897,2,0.10731,0.786679201875813,0
Emery,EMERY,EMERY,S0458,1,0.10573,0.787933448096737,0
Emery,EMERY,EMERY,S0397,3,0.01841,0.914224895124789,0
Emery,EMERY,EMERY,S0397,2,0.02683,0.952065504796337,0
Emery,EMERY,EMERY,S0340,1,0.08943,0.859127461619209,0
Emery,EMERY,EMERY,S0309,3,0.30352,0.808954369800631,0
Emery,EMERY,EMERY,S0216,1,0.05155,0.789510278496891,0
Emery,EMERY,EMERY,S0198,1,0.06418,0.923773284303024,0
Emery,EMERY,EMERY,S0153,1,0.06207,0.977557724574581,0
Emery,EMERY,EMERY,S0143,2,0.11994,0.813802846067119,0
Emery,EMERY,EMERY,S0102,1,0.05103,0.756820836046245,0
Garfield,,GARFIELD,S1047,3,0.004,0.989600549393799,0
Garfield,GARFIELD,GARFIELD,S0769,1,0.284,0.97248272242723,0
Garfield,GARFIELD,GARFIELD,S0767,3,0.17867,0.7881687443587,0
Garfield,GARFIELD,GARFIELD,S0767,2,0.03733,0.890856442099903,0
Garfield,GARFIELD,GARFIELD,S0321,1,0.104,0.878290405555163,0
Garfield,GARFIELD,GARFIELD,S0320,3,0.05467,0.960059866309166,0
Garfield,GARFIELD,GARFIELD,S0320,2,0.028,0.994483706483152,0
Garfield,GARFIELD,GARFIELD,S0123,1,0.164,0.784384970553219,0
Garfield,GARFIELD,GARFIELD,S0122,3,0.10533,0.886946597136557,0
Garfield,GARFIELD,GARFIELD,S0122,2,0.032,0.910927860473748,0
Garfield,GARFIELD,GARFIELD,S0103,1,0.008,0.943801099667326,0
Grand,,GRAND,S0624,2,0.00137,0.898661885119509,0
Grand,,GRAND,S0624,1,0.05007,0.921680982282851,0
Grand,,GRAND,S0242,3,0.01029,0.882926746562589,0
Grand,GRAND,GRAND,S0596,2,0.14952,0.906216466682963,0
Grand,GRAND,GRAND,S0422,1,0.46708,0.962470380123705,0
Grand,GRAND,GRAND,S0384,3,0.32167,0.899648040067405,0
Iron,,IRON,S0979,3,0.01672,0.967486180772539,0
Iron,,IRON,S0666,3,0.00218,0.989615630183835,0
Iron,,IRON,S0640,2,0.00101,0.770839541160967,0
Iron,,IRON,S0375,2,0.03133,0.977442846866325,0
Iron,,IRON,S0375,1,0.16864,0.773927282192744,0
Iron,,IRON,S0260,3,0.0014,0.793676188739482,0
Iron,,IRON,S1339,2,0.00303,0.870925288938452,0
Iron,,IRON,S1339,1,0.01454,0.777474512229674,0
Iron,IRON,IRON,S1026,1,0.05186,0.864844783151057,0
Iron,IRON,IRON,S0953,3,0.0084,0.982830499531701,0
Iron,IRON,IRON,S0785,1,0.03421,0.94389069621684,0
Iron,IRON,IRON,S0784,3,0.01765,0.763074426911771,0
Iron,IRON,IRON,S0784,2,0.00933,0.80280533345649,0
Iron,IRON,IRON,S0535,3,0.01446,0.999956168234348,0
Iron,IRON,IRON,S0474,1,0.04704,0.838282647833694,0
Iron,IRON,IRON,S0341,1,0.03981,0.881979455123655,0
Iron,IRON,IRON,S0323,1,0.01244,0.995101973472629,0
Iron,IRON,IRON,S0312,1,0.03903,0.880426779331174,0
Iron,IRON,IRON,S0165,1,0.04354,0.854952796653379,0
Iron,IRON,IRON,S0160,1,0.04883,0.769287949719001,0
Iron,IRON,IRON,S0159,2,0.09081,0.907163108582608,0
Iron,IRON,IRON,S0158,1,0.04439,0.75062183837872,0
Iron,IRON,IRON,S0157,3,0.10418,0.828226440353319,0
Iron,IRON,IRON,S0142,2,0.07339,0.989567846118007,0
Iron,IRON,IRON,S0140,3,0.08179,0.751845372724347,0
Juab,JUAB,JUAB,S0825,1,0.19544,0.917101062135771,0
Juab,JUAB,JUAB,S0690,1,0.13612,0.955578215129208,0
Juab,JUAB,JUAB,S0625,1,0.10228,0.77360770344967,0
Juab,JUAB,JUAB,S0495,2,0.23194,0.894929584406782,0
Juab,JUAB,JUAB,S0494,3,0.33422,0.937626812432427,0
Juab,TINTIC,TINTIC,S1137,3,0.02732,0.842570801847614,0
Juab,TINTIC,TINTIC,S1137,2,0.01093,0.874282510892954,0
Juab,TINTIC,TINTIC,S1136,1,0.12022,0.796880132518709,0
Juab,TINTIC,TINTIC,S1034,3,0.01639,0.95278893871,0
Juab,TINTIC,TINTIC,S1034,2,0.37158,0.870588121237233,0
Juab,TINTIC,TINTIC,S0326,1,0.45355,0.84071827417938,0
Kane,KANE,KANE,S1081,1,0.10654,0.791225348250009,0
Kane,KANE,KANE,S1077,3,0.07641,0.79956611583475,0
Kane,KANE,KANE,S1077,2,0.03527,0.945001134823542,0
Kane,KANE,KANE,S0524,1,0.00367,0.961876808374655,0
Kane,KANE,KANE,S0500,1,0.38281,0.862516557506751,0
Kane,KANE,KANE,S0499,2,0.1183,0.851621414767578,0
Kane,KANE,KANE,S0498,3,0.2388,0.928984036610927,0
Kane,KANE,KANE,S0081,1,0.02792,0.984251948131714,0
Kane,KANE,KANE,S0080,2,0.01029,0.843925436260179,0
Millard,,MILLARD,S1161,3,0.00535,0.840253395494074,0
Millard,,MILLARD,S1161,2,0.00668,0.961613544612192,0
Millard,MILLARD,MILLARD,S0618,3,0.11664,0.80924198415596,0
Millard,MILLARD,MILLARD,S0373,1,0.00267,0.776398437039461,0
Millard,MILLARD,MILLARD,S0345,1,0.14372,0.981138383736834,0
Millard,MILLARD,MILLARD,S0344,2,0.11263,0.939648143365048,0
Millard,MILLARD,MILLARD,S0324,3,0.00401,0.905584911233746,0
Millard,MILLARD,MILLARD,S0324,2,0.00234,0.91039537708275,0
Millard,MILLARD,MILLARD,S0248,1,0.0732,0.799036939919461,0
Millard,MILLARD,MILLARD,S0247,1,0.13937,0.750031152856536,0
Millard,MILLARD,MILLARD,S0246,2,0.1006,0.988856951880734,0
Millard,MILLARD,MILLARD,S0246,1,0.0986,0.886307029228192,0
Millard,MILLARD,MILLARD,S0245,3,0.19418,0.771366654022131,0
Morgan,MORGAN,MORGAN,S0659,1,0.13322,0.95763508672826,0
Morgan,MORGAN,MORGAN,S0657,2,0.16099,0.945424315868877,0
Morgan,MORGAN,MORGAN,S0645,1,0.17587,0.753951075545046,0
Morgan,MORGAN,MORGAN,S0642,2,0.15669,0.822098914417438,0
Morgan,MORGAN,MORGAN,S0641,3,0.37322,0.873264340567403,0
Piute,PIUTE,PIUTE,S1323,3,0.00733,0.975077936251182,0
Piute,PIUTE,PIUTE,S1323,2,0.05134,0.87070040818071,0
Piute,PIUTE,PIUTE,S1323,1,0.33496,0.837996332556941,0
Piute,PIUTE,PIUTE,S0796,3,0.22249,0.837905072257854,0
Piute,PIUTE,PIUTE,S0796,2,0.0978,0.782685879617929,0
Piute,PIUTE,PIUTE,S0761,1,0.05379,0.983270198339596,0
Piute,PIUTE,PIUTE,S0192,1,0.23227,0.774214532633778,0
Rich,RICH,RICH,S0943,1,0.21107,0.9524332388537,0
Rich,RICH,RICH,S0835,2,0.2377,0.868995847995393,0
Rich,RICH,RICH,S0834,3,0.33402,0.808842095138971,0
Rich,RICH,RICH,S0715,1,0.21721,0.921578680514358,0
Salt Lake,,CANYONS,S1121,3,0.00856,0.968201509502251,0
Salt Lake,,CANYONS,S1121,2,0.00247,0.996833519195206,0
Salt Lake,,CANYONS,S1121,1,0.0125,0.90432040556334,0
Salt Lake,,GRANITE,S1113,2,0.00176,0.868603013281245,0
Salt Lake,,GRANITE,S1113,1,0.00822,0.958856743469369,0
Salt Lake,,GRANITE,S0806,3,0.00031,0.926809037744533,0
Salt Lake,,GRANITE,S0806,2,0.00017,0.764551027910784,0
Salt Lake,,GRANITE,S1102,2,0.00273,0.804707338800654,0
Salt Lake,,GRANITE,S1102,1,0.00982,0.890752312727273,0
Salt Lake,,SALT LAKE,S1101,2,0.00522,0.855578581104055,0
Salt Lake,,SALT LAKE,S1101,1,0.02007,0.81900206633145,0
Salt Lake,,GRANITE,S1327,3,0.00339,0.934970863861963,0
Salt Lake,,GRANITE,S1327,2,0.00428,0.791148313961457,0
Salt Lake,,GRANITE,S1327,1,0.01258,0.915385482949205,0
Salt Lake,,GRANITE,S1087,3,0.00615,0.938889460638165,0
Salt Lake,,GRANITE,S1087,2,0.00413,0.892909726535436,0
Salt Lake,,GRANITE,S1068,3,0.0024,0.904614937026054,0
Salt Lake,,GRANITE,S1068,2,0.00061,0.843105431238655,0
Salt Lake,,SALT LAKE,S0599,2,0.00456,0.865861358935945,0
Salt Lake,,SALT LAKE,S0599,1,0.00945,0.840276262664702,0
Salt Lake,,GRANITE,S0985,2,0.00013,0.959148847148754,0
Salt Lake,,GRANITE,S0985,1,0.00083,0.750234756967984,0
Salt Lake,,JORDAN,S0984,2,0.00358,0.889570229395758,0
Salt Lake,,JORDAN,S0984,1,0.00927,0.831997961679008,0
Salt Lake,,JORDAN,S0982,3,0.00902,0.941547459398862,0
Salt Lake,,CANYONS,S0981,2,0.00309,0.872814465023112,0
Salt Lake,,CANYONS,S0981,1,0.01196,0.907692533219233,0
Salt Lake,,JORDAN,S0982,1,0.00848,0.913432741363067,0
Salt Lake,,GRANITE,S0970,2,0.00077,0.944988636532798,0
Salt Lake,,GRANITE,S0970,1,0.00198,0.761731343343854,0
Salt Lake,,SALT LAKE,S0892,3,0.01422,0.784991078660823,0
Salt Lake,,SALT LAKE,S0891,2,0.00829,0.911170547420625,0
Salt Lake,,SALT LAKE,S0891,1,0.00854,0.813305323652457,0
Salt Lake,,GRANITE,S0885,2,0.00053,0.794745650899131,0
